AssemblyName,Organism
ASM340201v1,Drosophila melanogaster
ASM340205v1,Drosophila melanogaster
ASM340168v1,Drosophila melanogaster
ASM336829v1,Carassius auratus
ASM49732v3,Fusarium circinatum
ASM335186v1,Methanofervidicoccus sp. A16
ASM334269v1,Haloplanus rubicundus
ASM334267v1,Haloplanus rubicundus
ASM318502v1,Drosophila athabasca
IOC-L_3564,Leishmania braziliensis
ASM330901v1,Sparus aurata
ASM331572v1,Fusarium oxysporum f. sp. lycopersici 4287
VdGwydir1A3,Verticillium dahliae
Brassica_oleracea_HDEM,Brassica oleracea
ASM289544v2,Panicum miliaceum
ASM329048v1,Malassezia restricta
O_niloticus_UMD_NMBU,Oreochromis niloticus
Dpse_4.0,Drosophila pseudoobscura pseudoobscura
ASM326800v1,Methanosphaera sp. BMS
ASM250434v1,Gossypium hirsutum
Nlec1.1,Neodiprion lecontei
Tgel_1.0,Theropithecus gelada
Zm-Mo17-REFERENCE-CAU-1.0,Zea mays
ASM313072v1,Chlorella sorokiniana
ASM318616v1,Scophthalmus maximus
ASM318428v1,Monascus purpureus
TAIR10.1,Arabidopsis thaliana
ST99CH_1E4,Zymoseptoria tritici ST99CH_1E4
ST99CH_3D1,Zymoseptoria tritici ST99CH_3D1
HG00514_prelim_3.0,Homo sapiens
ASM90000737v1,Fusarium venenatum
UOA_WB_1,Bubalus bubalis
ASM307304v1,Pomacea canaliculata
ASM308665v1,Saccharomyces cerevisiae
EBC7_Spombe,Schizosaccharomyces pombe
PHallii_v3.1,Panicum hallii
ASM306328v2,Arachis monticola
PhalliiHAL_v2.1,Panicum hallii var. hallii
ASM305836v1,Halococcoides cellulosivorans
ASM22429v2,Linum usitatissimum
ASM303368v1,Nelumbo nucifera
ASM303369v1,Nelumbo nucifera
ASM305444v1,Pichia kudriavzevii
ASM305440v1,Pichia kudriavzevii
ASM305436v1,Yarrowia lipolytica
ASM305434v1,Yarrowia lipolytica
ASM305430v1,Yarrowia lipolytica
Sp34_v7,Caenorhabditis inopinata
ASM305212v1,Methanococcus maripaludis
ASM9122v2,Encephalitozoon cuniculi GB-M1
ASM244v1,Trypanosoma brucei brucei TREU927
M_zebra_UMD2a,Maylandia zebra
PGABG02,Plasmodium sp. DRC-Itaito
PADLG01,Plasmodium sp. gorilla clade G2
PRG01,Plasmodium reichenowi
ASM303385v1,Pichia kudriavzevii
C. deuterogattii_R265_chr,Cryptococcus gattii VGII R265
ASM301317v1,Torulaspora delbrueckii
Red5_PS1_1.69.0,Actinidia chinensis var. chinensis
Msac_v3,Miscanthus sacchariflorus
ASM302090v1,Leishmania infantum
Clint_PTRv2,Pan troglodytes
version 2,Sporisorium reilianum f. sp. reilianum
ASM295403v1,Solanum lycopersicum
Brachypodium_distachyon_v3.0,Brachypodium distachyon
ASM293397v1,Bos indicus
ASM295277v1,Halalkaliarchaeum desulfuricum
ASM295215v1,Alternaria solani
ASM294532v1,Methanococcus maripaludis
ASM293741v1,Zymoseptoria tritici STIR04_A26b
ASM293742v1,Zymoseptoria tritici
ASM226700v1,Parastagonospora nodorum
ASM226702v1,Parastagonospora nodorum
tcristinae_1.3c2,Timema cristinae
ASM291031v2,Salvelinus sp. IW2-2015
NA12878_prelim_3.0,Homo sapiens
EL10_1.0,Beta vulgaris subsp. vulgaris
Nitrosocaldus cavascurensis SCU2 chromosome,Candidatus Nitrosocaldus cavascurensis
ASM226704v1,Parastagonospora nodorum
Ft1.0,Fagopyrum tataricum
glyso.PI483463.gnm1,Glycine soja
ASM290657v1,Salinigranum rubrum
ASM290621v1,Candidatus Nitrosocaldus islandicus
Larimichthys_crocea_chromosome_1.0,Larimichthys crocea
Chlamydomonas_reinhardtii_v5.5,Chlamydomonas reinhardtii
ASM14353v4,Botrytis cinerea B05.10
Phypa V3,Physcomitrium patens
ASM217483v2,Cenchrus americanus
Pop_tri_v3,Populus trichocarpa
ASM280686v2,Cucurbita pepo subsp. pepo
Susie_PABv2,Pongo abelii
Otsh_v1.0,Oncorhynchus tshawytscha
EquCab3.0,Equus caballus
PkA1H1_v1,Plasmodium knowlesi
NGS12,Pongo pygmaeus
KH,Ciona intestinalis
ASM90023503v1,Komagataella phaffii CBS 7435
USMARCv1.0,Sus scrofa
ASM284433v1,Haloarcula taiwanensis
ASM283767v1,Candida albicans
ASM283584v1,Candida albicans
we3730_nuc,Nannochloropsis gaditana
PowCR01,Plasmodium ovale
PocGH01,Plasmodium ovale
CHI06,Oncorhynchus tshawytscha
Zm_CML247_REFERENCE_PANZEA.1.2,Zea mays subsp. mays
Gokir.v1,Gossypioides kirkii
X_maculatus-5.0-male,Xiphophorus maculatus
ASM281369v1,Methanobacterium subterraneum
ASM281367v1,Methanobacterium sp. MZ-A1
ASM281365v1,Methanobacterium subterraneum
ASM281308v1,Methanobrevibacter smithii
Ogye1.0,Gallus gallus
Candidatus Nitrosotalea koreensis CS whole genome,Candidatus Nitrosotalea okcheonensis
ASM278705v1,Candidatus Nitrosotenuis aquarius
ASM276129v1,Methanohalophilus portucalensis
Sc_YJM1190_v1,Saccharomyces cerevisiae YJM1190
CAU_duck1.0,Anas platyrhynchos platyrhynchos
O_europaea_v1,Olea europaea var. sylvestris
CB0940_V2,Cercospora beticola
Oar_rambouillet_v1.0,Ovis aries
ASM227188v2,Capsicum baccatum
ASM51225v2,Capsicum annuum
ASM227189v2,Capsicum chinense
ASM34733v2,Aegilops tauschii
chr_EXT12c,Thermococcus henrietii
Bbes1.0,Besnoitia besnoiti
ipoBat4,Ipomoea batatas
Sc_YJM1078_v1,Saccharomyces cerevisiae YJM1078
Sc_YJM1526_v1,Saccharomyces cerevisiae YJM1526
Sc_YJM1477_v1,Saccharomyces cerevisiae YJM1477
Sc_YJM1527_v1,Saccharomyces cerevisiae YJM1527
Sc_YJM1463_v1,Saccharomyces cerevisiae YJM1463
Sc_YJM1479_v1,Saccharomyces cerevisiae YJM1479
Sc_YJM1478_v1,Saccharomyces cerevisiae YJM1478
Sc_YJM1450_v1,Saccharomyces cerevisiae YJM1450
Sc_YJM1460_v1,Saccharomyces cerevisiae YJM1460
Sc_YJM1447_v1,Saccharomyces cerevisiae YJM1447
Sc_YJM1443_v1,Saccharomyces cerevisiae YJM1443
Sc_YJM1444_v1,Saccharomyces cerevisiae YJM1444
Sc_YJM1439_v1,Saccharomyces cerevisiae YJM1439
Sc_YJM1434_v1,Saccharomyces cerevisiae YJM1434
Sc_YJM1419_v1,Saccharomyces cerevisiae YJM1419
Sc_YJM1433_v1,Saccharomyces cerevisiae YJM1433
Sc_YJM1401_v1,Saccharomyces cerevisiae YJM1401
Sc_YJM1415_v1,Saccharomyces cerevisiae YJM1415
Sc_YJM1402_v1,Saccharomyces cerevisiae YJM1402
Sc_YJM1418_v1,Saccharomyces cerevisiae YJM1418
Sc_YJM1417_v1,Saccharomyces cerevisiae YJM1417
Sc_YJM1338_v1,Saccharomyces cerevisiae YJM1338
Sc_YJM1399_v1,Saccharomyces cerevisiae YJM1399
Sc_YJM1400_v1,Saccharomyces cerevisiae YJM1400
Sc_YJM1388_v1,Saccharomyces cerevisiae YJM1388
Sc_YJM1387_v1,Saccharomyces cerevisiae YJM1387
Sc_YJM1389_v1,Saccharomyces cerevisiae YJM1389
Sc_YJM1386_v1,Saccharomyces cerevisiae YJM1386
Sc_YJM1356_v1,Saccharomyces cerevisiae YJM1356
Sc_YJM1385_v1,Saccharomyces cerevisiae YJM1385
Sc_YJM1355_v1,Saccharomyces cerevisiae YJM1355
Sc_YJM1381_v1,Saccharomyces cerevisiae YJM1381
Sc_YJM1383_v1,Saccharomyces cerevisiae YJM1383
Sc_YJM1342_v1,Saccharomyces cerevisiae YJM1342
Sc_YJM1332_v1,Saccharomyces cerevisiae YJM1332
Sc_YJM1336_v1,Saccharomyces cerevisiae YJM1336
Sc_YJM1326_v1,Saccharomyces cerevisiae YJM1326
Sc_YJM1311_v1,Saccharomyces cerevisiae YJM1311
Sc_YJM1307_v1,Saccharomyces cerevisiae YJM1307
Sc_YJM1273_v1,Saccharomyces cerevisiae YJM1273
Sc_YJM1304_v1,Saccharomyces cerevisiae YJM1304
Sc_YJM1252_v1,Saccharomyces cerevisiae YJM1252
Sc_YJM1250_v1,Saccharomyces cerevisiae YJM1250
Sc_YJM1248_v1,Saccharomyces cerevisiae YJM1248
Sc_YJM1244_v1,Saccharomyces cerevisiae YJM1244
Sc_YJM1242_v1,Saccharomyces cerevisiae YJM1242
Sc_YJM1208_v1,Saccharomyces cerevisiae YJM1208
Sc_YJM1202_v1,Saccharomyces cerevisiae YJM1202
Sc_YJM1199_v1,Saccharomyces cerevisiae YJM1199
Sc_YJM1133_v1,Saccharomyces cerevisiae YJM1133
Sc_YJM972_v1,Saccharomyces cerevisiae YJM972
Sc_YJM996_v1,Saccharomyces cerevisiae YJM996
Sc_YJM990_v1,Saccharomyces cerevisiae YJM990
Sc_YJM987_v1,Saccharomyces cerevisiae YJM987
Sc_YJM984_v1,Saccharomyces cerevisiae YJM984
Sc_YJM981_v1,Saccharomyces cerevisiae YJM981
Sc_YJM682_v1,Saccharomyces cerevisiae YJM682
Sc_YJM975_v1,Saccharomyces cerevisiae YJM975
Sc_YJM969_v1,Saccharomyces cerevisiae YJM969
Sc_YJM693_v1,Saccharomyces cerevisiae YJM693
Sc_YJM683_v1,Saccharomyces cerevisiae YJM683
Sc_YJM689_v1,Saccharomyces cerevisiae YJM689
Sc_YJM428_v1,Saccharomyces cerevisiae YJM428
Sc_YJM189_v1,Saccharomyces cerevisiae YJM189
Sc_YJM326_v1,Saccharomyces cerevisiae YJM326
Sc_YJM320_v1,Saccharomyces cerevisiae YJM320
Sc_YJM271_v1,Saccharomyces cerevisiae YJM271
Sc_YJM270_v1,Saccharomyces cerevisiae YJM270
Sc_YJM193_v1,Saccharomyces cerevisiae YJM193
Sc_YJM248_v1,Saccharomyces cerevisiae YJM248
Sc_YJM1129_v1,Saccharomyces cerevisiae YJM1129
Sc_YJM1083_v1,Saccharomyces cerevisiae YJM1083
Sc_YJM1592_v1,Saccharomyces cerevisiae YJM1592
Sc_YJM1615_v1,Saccharomyces cerevisiae YJM1615
Sc_YJM1574_v1,Saccharomyces cerevisiae YJM1574
Sc_YJM1573_v1,Saccharomyces cerevisiae YJM1573
Sc_YJM1549_v1,Saccharomyces cerevisiae YJM1549
Sc_YJM244_v1,Saccharomyces cerevisiae YJM244
Sc_YJM681_v1,Saccharomyces cerevisiae YJM681
Sc_YJM978_v1,Saccharomyces cerevisiae YJM978
Sc_YJM195_v1,Saccharomyces cerevisiae YJM195
Sc_YJM627_v1,Saccharomyces cerevisiae YJM627
Sc_YJM993_v1,Saccharomyces cerevisiae YJM993
Sc_YJM554_v1,Saccharomyces cerevisiae YJM554
Sc_YJM555_v1,Saccharomyces cerevisiae YJM555
Sc_YJM470_v1,Saccharomyces cerevisiae YJM470
Sc_YJM541_v1,Saccharomyces cerevisiae YJM541
Sc_YJM456_v1,Saccharomyces cerevisiae YJM456
Sc_YJM453_v1,Saccharomyces cerevisiae YJM453
Sc_YJM451_v1,Saccharomyces cerevisiae YJM451
Sc_YJM1341_v1,Saccharomyces cerevisiae YJM1341
Sc_YJM450_v1,Saccharomyces cerevisiae YJM450
PmUG01,Plasmodium malariae
PmlGA01,Plasmodium malariae
PRELSG,Plasmodium relictum
PbSP11RLL,Plasmodium berghei
PbSP11A,Plasmodium berghei
PbNK65E,Plasmodium berghei
PcyM,Plasmodium cynomolgi
Susie3,Gorilla gorilla gorilla
ASM228589v2,Lupinus angustifolius
ASM235661v1,Kluyveromyces marxianus
ASM235639v1,Methanothermobacter sp. EMTCatA1
ASM235565v1,Halorubrum trapanicum
ASM235563v1,Halopenitus persicus
Astyanax_mexicanus-2.0,Astyanax mexicanus
ASM170269v2,Fusarium oxysporum f. sp. radicis-cucumerinum
ASM231077v1,Drosophila melanogaster
ASM231075v1,Drosophila melanogaster
Bra_napus_v2.0,Brassica napus
Pchal_1.0,Pogonus chalceus
Dmel_A4_1.0,Drosophila melanogaster
ASM222148v1,Trichinella murrelli
C_virginica-3.0,Crassostrea virginica
TDr96_F1_Pseudo_Chromosome_v1.0,Dioscorea cayenensis subsp. rotundata
S_cerevisiae_Y12_v1,Saccharomyces cerevisiae
S_cerevisiae_DBVPG6044_v1,Saccharomyces cerevisiae
WEW v1,Triticum dicoccoides
FcUK99v1.2,Fusarium culmorum
MPIPZ.v5,Arabis alpina
Zt_ST99CH_3D7,Zymoseptoria tritici ST99CH_3D7
ZT1A5 complete assembly,Zymoseptoria tritici ST99CH_1A5
ASM224346v1,Leishmania donovani
Anop_albi_ALBI9_A_V2,Anopheles albimanus
Zm-PH207-REFERENCE_NS-UIUC_UMN-1.1,Zea mays subsp. mays
ASM223471v1,Oryzias latipes
ASM223469v1,Oryzias latipes
ASM223467v1,Oryzias latipes
C.hominis.v1,Cryptosporidium hominis
PinMar1.0,Pinctada imbricata
NA19240_prelim_3.0,Homo sapiens
ASM157146v2,Talaromyces pinophilus
ASM222023v1,Bathycoccus prasinos
ASM221918v1,[Candida] glabrata
ASM221919v1,[Candida] glabrata
ASM221672v1,Cryptococcus neoformans var. grubii
ASM221620v1,Cryptococcus neoformans var. neoformans XL280
ASM165323v2,Pochonia chlamydosporia 170
ASM221556v1,Sulfolobus acidocaldarius
ASM221552v1,Sulfolobus acidocaldarius
ASM221548v1,Sulfolobus acidocaldarius
ASM221544v1,Sulfolobus acidocaldarius
ASM221540v1,Sulfolobus acidocaldarius
ASM221460v1,Thermococcus chitonophagus
ASM221458v1,Thermococcus profundus
ASM221456v1,Thermococcus radiotolerans
ASM221454v1,Thermococcus thioreducens
ASM221452v1,Thermococcus sp. P6
ASM221450v1,Thermococcus siculi
ASM221448v1,Thermococcus pacificus
ASM221446v1,Thermococcus barossii
ASM221438v1,Thermococcus gorgonarius
ASM221436v1,Thermococcus celer Vu 13 = JCM 8558
ASM221416v1,Candidatus Mancarchaeum acidiphilum
AaegL5.0,Aedes aegypti
ASM220191v1,Methanopyrus sp. KOL6
ASM220189v1,Methanopyrus sp. SNP6
Radish_v2.20,Raphanus sativus
CerEla1.0,Cervus elaphus hippelaphus
ASM219718v1,Thermococcus sp. 5-4
U_gibba_v2,Utricularia gibba
PvT01,Plasmodium vivax
PchCB,Plasmodium chabaudi chabaudi
PchDK,Plasmodium chabaudi adami
ASM218962v1,Theileria equi
NDEV.embl.gz,Candidatus Nitrosotalea devanaterra
ASM216351v1,Saccharomyces cerevisiae W303
Omyk_1.0,Oncorhynchus mykiss
NumMel1.0,Numida meleagris
ASM90008351v1,Cuniculiplasma divulgatum
ASM215696v1,Candidatus Nitrosomarinus catalina
ASM215670v1,Natrarchaeobaculum aegyptiacum
ASM28609v1,Chroomonas mesostigmatica CCMP1168
ASM19445v1,Cryptomonas paramecium
ASM297v1,Guillardia theta
ASM245v1,Bigelowiella natans
ASM14184v1,Paramecium tetraurelia strain d4-2
ASM1864v1,Hemiselmis andersenii
ASM215156v1,Kluyveromyces lactis
R498.Genome.version1,Oryza sativa Indica Group
ASM69194v2,Babesia microti strain RI
ASM75419v2,Drosophila simulans
GRCz11,Danio rerio
GZPH1RResV1,Fusarium graminearum
ASM211411v1,Malus domestica
PAHARI_EIJ_v1.1,Mus pahari
CAROLI_EIJ_v1.1,Mus caroli
ASM211669v1,Acidianus manzaensis
Panu_3.0,Papio anubis
AUL_PRJEB4421_v1,Oncorhynchus mykiss
Araip1.1,Arachis ipaensis
ASM210543v1,Aegilops tauschii
tcristinae_0.3,Timema cristinae
ASM207905v1,Saccharomyces paradoxus
ASM207908v1,Saccharomyces paradoxus
ASM207911v1,Saccharomyces paradoxus
ASM207914v1,Saccharomyces paradoxus
ASM207917v1,Saccharomyces paradoxus
Sorghum_bicolor_NCBIv3,Sorghum bicolor
ASM207902v1,Saccharomyces cerevisiae
ASM207835v1,Ferroplasma acidiphilum
ASM205864v1,Saccharomyces cerevisiae
ASM205809v1,Saccharomyces cerevisiae
ASM205799v1,Saccharomyces cerevisiae
ASM205788v1,Saccharomyces cerevisiae
ASM205780v1,Saccharomyces cerevisiae
ASM205763v1,Saccharomyces cerevisiae
ASM198439v2,Zygosaccharomyces parabailii
LANO0,Lachancea nothofagi CBS 11611
LAMI0,Lachancea mirantina
LAME0,Lachancea meyersii CBS 8951
LAFE0,Lachancea fermentati
LAFA0,Lachancea sp. CBS 6924
LADA0,Lachancea dasiensis
ParOli_1.1,Paralichthys olivaceus
ASM200692v1,Citrus maxima
TraHir072,Trametes hirsuta
ASM200658v1,Trichoderma reesei QM6a
ASM173714v2,Saccharomyces cerevisiae
ASM173751v2,Saccharomyces cerevisiae
Sscrofa11.1,Sus scrofa
WTSI_X_Y_pig V2,Sus scrofa
Zm-EP1-REFERENCE-TUM-1.0,Zea mays subsp. mays
Zm-F7-REFERENCE-TUM-1.0,Zea mays subsp. mays
ASM198997v1,Leishmania donovani
ASM198995v1,Leishmania donovani
ASM198961v1,Halorientalis sp. IM1011
B73 RefGen_v4,Zea mays
C.divulgatum PM4,Cuniculiplasma divulgatum
ASM71053v2,Oryza nivara
Mmur_3.0,Microcebus murinus
Aspof.V1,Asparagus officinalis
Prunus_persica_NCBIv2,Prunus persica
Zm-W22-REFERENCE-NRGENE-2.0,Zea mays subsp. mays
ASM198140v1,Spirodela polyrhiza
ASM197170v1,Haloterrigena daqingensis
ASM168247v1,Agaricus bisporus var. bisporus
ASM22697v3,Halobiforma lacisalsi AJ5
ASM30057v2,Agaricus bisporus var. bisporus H97
Eluc_V3,Esox lucius
Msy_KS024_June2015,Malassezia sympodialis
Msy_KS292_June2015,Malassezia sympodialis
Msy_ATCC_42132_Feb2016,Malassezia sympodialis ATCC 42132
Msy_KS327_June2015,Malassezia sympodialis
Msy_KS004_June2015,Malassezia sympodialis
ATCC36309,Saccharomycopsis fibuligera
KPH12,Saccharomycopsis fibuligera
KJJ81,Saccharomycopsis fibuligera x Saccharomycopsis cf. fibuligera
colLiv2,Columba livia
falPer2,Falco peregrinus
Rice_IR8_v1.7,Oryza sativa Indica Group
ASM188940v1,Methanohalophilus halophilus
PYCC 4715 assembly,[Candida] intermedia
CBS 141442 assembly,[Candida] intermedia
LycPicSAfr1.0,Lycaon pictus
LycPicKen1.0,Lycaon pictus
ASM188695v1,Halodesulfurarchaeum formicicum
LupAngTanjil_v1.0,Lupinus angustifolius
NIATTr2,Nicotiana attenuata
ASM173729v2,Saccharomyces cerevisiae
ASM173738v2,Saccharomyces cerevisiae
ASM173739v2,Saccharomyces cerevisiae
ASM173750v2,Saccharomyces cerevisiae
ASM173753v2,Saccharomyces cerevisiae
ASM173741v2,Saccharomyces cerevisiae
ASM173744v2,Saccharomyces cerevisiae
ASM173754v2,Saccharomyces cerevisiae
ASM173762v2,Saccharomyces cerevisiae
ASM173763v2,Saccharomyces cerevisiae
ASM173764v2,Saccharomyces cerevisiae
ASM173765v2,Saccharomyces cerevisiae
ASM173775v2,Saccharomyces cerevisiae
ASM173776v2,Saccharomyces cerevisiae
ASM173778v2,Saccharomyces cerevisiae
ASM173786v2,Saccharomyces cerevisiae
ASM173813v2,Saccharomyces cerevisiae
ASM173774v2,Saccharomyces cerevisiae
UBRO_v3,Ustilago bromivora
ASM187012v1,Candidatus Nitrosocosmicus hydrocola
common carp genome,Cyprinus carpio
ASM185786v1,Sclerotinia sclerotiorum 1980 UF-70
KOREF1.0,Homo sapiens
ASM18296v3,Candida albicans SC5314
ASM176731v1,Halodesulfurarchaeum formicicum
MedtrA17_4.0,Medicago truncatula
ASM176148v1,Yarrowia lipolytica
ASM176142v1,Nanohaloarchaea archaeon SG9
Leishmania_enrietti_LEM3045-1.0.2,Leishmania enriettii
Leishmania_aethiopica-L147-2.0.3,Leishmania aethiopica L147
Leishmania_braziliensis_M2903-1.0.6,Leishmania braziliensis MHOM/BR/75/M2903
Endotrypanum_monterogeii-LV88-1.0.3,Endotrypanum monterogeii
ASM164002v2,Sugiyamaella lignohabitans
ASM174695v1,Komagataella phaffii GS115
Brassica_juncea_var_tumida_T84-66_v1,Brassica juncea var. tumida
ASM174181v1,Saccharomyces cerevisiae
ASM174180v1,Saccharomyces cerevisiae
ASM174170v1,Saccharomyces cerevisiae
ASM174172v1,Saccharomyces cerevisiae
ASM174169v1,Saccharomyces cerevisiae
ASM174168v1,Saccharomyces cerevisiae
ASM174160v1,Saccharomyces cerevisiae
ASM174155v1,Saccharomyces cerevisiae
ASM174153v1,Saccharomyces cerevisiae
ASM174152v1,Saccharomyces cerevisiae
ASM174149v1,Saccharomyces cerevisiae
ASM174142v1,Saccharomyces cerevisiae
ASM174140v1,Saccharomyces cerevisiae
ASM174141v1,Saccharomyces cerevisiae
ASM174137v1,Saccharomyces cerevisiae
ASM174129v1,Saccharomyces cerevisiae
ASM174130v1,Saccharomyces cerevisiae
ASM174128v1,Saccharomyces cerevisiae
ASM174125v1,Saccharomyces cerevisiae
ASM174116v1,Saccharomyces cerevisiae
ASM174119v1,Saccharomyces cerevisiae
ASM174114v1,Saccharomyces cerevisiae
ASM174113v1,Saccharomyces cerevisiae
ASM174103v1,Saccharomyces cerevisiae
ASM174104v1,Saccharomyces cerevisiae
ASM174102v1,Saccharomyces cerevisiae
ASM174101v1,Saccharomyces cerevisiae
ASM174091v1,Saccharomyces cerevisiae
ASM174092v1,Saccharomyces cerevisiae
ASM174090v1,Saccharomyces cerevisiae
ASM174089v1,Saccharomyces cerevisiae
ASM174079v1,Saccharomyces cerevisiae
ASM174080v1,Saccharomyces cerevisiae
ASM174077v1,Saccharomyces cerevisiae
ASM174078v1,Saccharomyces cerevisiae
ASM174070v1,Saccharomyces cerevisiae
ASM174066v1,Saccharomyces cerevisiae
ASM174067v1,Saccharomyces cerevisiae
ASM174065v1,Saccharomyces cerevisiae
ASM174057v1,Saccharomyces cerevisiae
ASM174056v1,Saccharomyces cerevisiae
ASM174054v1,Saccharomyces cerevisiae
ASM174053v1,Saccharomyces cerevisiae
ASM174045v1,Saccharomyces cerevisiae
ASM174044v1,Saccharomyces cerevisiae
ASM174042v1,Saccharomyces cerevisiae
ASM174041v1,Saccharomyces cerevisiae
ASM174034v1,Saccharomyces cerevisiae
ASM174032v1,Saccharomyces cerevisiae
ASM174030v1,Saccharomyces cerevisiae
ASM174029v1,Saccharomyces cerevisiae
ASM174022v1,Saccharomyces cerevisiae
ASM174020v1,Saccharomyces cerevisiae
ASM174018v1,Saccharomyces cerevisiae
ASM174017v1,Saccharomyces cerevisiae
ASM174011v1,Saccharomyces cerevisiae
ASM174009v1,Saccharomyces cerevisiae
ASM174007v1,Saccharomyces cerevisiae
ASM174005v1,Saccharomyces cerevisiae
ASM173999v1,Saccharomyces cerevisiae
ASM173996v1,Saccharomyces cerevisiae
ASM173994v1,Saccharomyces cerevisiae
ASM173993v1,Saccharomyces cerevisiae
ASM173986v1,Saccharomyces cerevisiae
ASM173984v1,Saccharomyces cerevisiae
ASM173982v1,Saccharomyces cerevisiae
ASM173981v1,Saccharomyces cerevisiae
ASM173977v1,Saccharomyces cerevisiae
ASM173973v1,Saccharomyces cerevisiae
ASM173970v1,Saccharomyces cerevisiae
ASM173969v1,Saccharomyces cerevisiae
ASM173966v1,Saccharomyces cerevisiae
ASM173962v1,Saccharomyces cerevisiae
ASM173959v1,Saccharomyces cerevisiae
ASM173957v1,Saccharomyces cerevisiae
ASM173954v1,Saccharomyces cerevisiae
ASM173949v1,Saccharomyces cerevisiae
ASM173947v1,Saccharomyces cerevisiae
ASM173945v1,Saccharomyces cerevisiae
ASM173942v1,Saccharomyces cerevisiae
ASM173935v1,Saccharomyces cerevisiae
ASM173934v1,Saccharomyces cerevisiae
ASM173933v1,Saccharomyces cerevisiae
ASM173930v1,Saccharomyces cerevisiae
ASM173923v1,Saccharomyces cerevisiae
ASM173922v1,Saccharomyces cerevisiae
ASM173921v1,Saccharomyces cerevisiae
ASM173918v1,Saccharomyces cerevisiae
ASM173910v1,Saccharomyces cerevisiae
ASM173909v1,Saccharomyces cerevisiae
ASM173907v1,Saccharomyces cerevisiae
ASM173906v1,Saccharomyces cerevisiae
ASM173898v1,Saccharomyces cerevisiae
ASM173896v1,Saccharomyces cerevisiae
ASM173894v1,Saccharomyces cerevisiae
ASM173895v1,Saccharomyces cerevisiae
ASM173885v1,Saccharomyces cerevisiae
ASM173884v1,Saccharomyces cerevisiae
ASM173882v1,Saccharomyces cerevisiae
ASM173883v1,Saccharomyces cerevisiae
ASM173875v1,Saccharomyces cerevisiae
ASM173872v1,Saccharomyces cerevisiae
ASM173871v1,Saccharomyces cerevisiae
ASM173870v1,Saccharomyces cerevisiae
ASM173858v1,Saccharomyces cerevisiae
ASM173860v1,Saccharomyces cerevisiae
ASM173861v1,Saccharomyces cerevisiae
ASM173849v1,Saccharomyces cerevisiae
ASM173848v1,Saccharomyces cerevisiae
ASM173851v1,Saccharomyces cerevisiae
ASM173846v1,Saccharomyces cerevisiae
ASM173839v1,Saccharomyces cerevisiae
ASM173837v1,Saccharomyces cerevisiae
ASM173835v1,Saccharomyces cerevisiae
ASM173834v1,Saccharomyces cerevisiae
ASM173826v1,Saccharomyces cerevisiae
ASM173825v1,Saccharomyces cerevisiae
ASM173823v1,Saccharomyces cerevisiae
ASM173822v1,Saccharomyces cerevisiae
ASM173812v1,Saccharomyces cerevisiae
ASM173810v1,Saccharomyces cerevisiae
ASM173811v1,Saccharomyces cerevisiae
ASM173801v1,Saccharomyces cerevisiae
ASM173800v1,Saccharomyces cerevisiae
ASM173798v1,Saccharomyces cerevisiae
ASM173799v1,Saccharomyces cerevisiae
ASM173789v1,Saccharomyces cerevisiae
ASM173788v1,Saccharomyces cerevisiae
ASM173787v1,Saccharomyces cerevisiae
ASM173728v1,Saccharomyces cerevisiae
ASM173727v1,Saccharomyces cerevisiae
ASM173726v1,Saccharomyces cerevisiae
ASM173717v1,Saccharomyces cerevisiae
ASM173716v1,Saccharomyces cerevisiae
ASM173715v1,Saccharomyces cerevisiae
ASM173582v1,Saccharomyces cerevisiae
Leishmania_arabica_LEM1108-1.0.3,Leishmania arabica
ASM172377v1,Vigna angularis var. angularis
MCBB,Methanobacterium congolense
ASM171912v1,Sulfolobus sp. A20
Passer_domesticus-1.0,Passer domesticus
V100,Solanum lycopersicum
ASM171558v1,Plasmodium falciparum 3D7
Criollo_cocoa_genome_V2,Theobroma cacao
ASM170810v1,Komagataella pastoris
ASM170808v1,Komagataella phaffii
Xenopus_laevis_v2,Xenopus laevis
Pyrococcus chitonophagus genome sequence,Thermococcus chitonophagus
CS3270v5.4,Fusarium pseudograminearum
ASM168289v1,Brassica nigra
ASM168000v1,Plasmodium coatneyi
ASM167251v1,Colletotrichum higginsianum IMI 349063
ASM167198v1,Saccharomyces cerevisiae
ASM167195v1,Saccharomyces cerevisiae
ASM167192v1,Saccharomyces cerevisiae
ASM167189v1,Saccharomyces cerevisiae
ASM167186v1,Saccharomyces cerevisiae
ASM167183v1,Saccharomyces cerevisiae
ASM167180v1,Saccharomyces cerevisiae
ASM167177v1,Saccharomyces cerevisiae
ASM167174v1,Saccharomyces cerevisiae
ASM167171v1,Saccharomyces cerevisiae
ASM167168v1,Saccharomyces cerevisiae
ASM167165v1,Saccharomyces cerevisiae
ASM167162v1,Saccharomyces cerevisiae
ASM167159v1,Saccharomyces cerevisiae
ASM167156v1,Saccharomyces cerevisiae
ASM167143v1,Saccharomyces cerevisiae
ASM167140v1,Saccharomyces cerevisiae
ASM167137v1,Saccharomyces cerevisiae
ASM167134v1,Saccharomyces cerevisiae
ASM167131v1,Saccharomyces cerevisiae
ASM167128v1,Saccharomyces cerevisiae
ASM167125v1,Saccharomyces cerevisiae
ASM167122v1,Saccharomyces cerevisiae
ASM167119v1,Saccharomyces cerevisiae
